walk_time,bike_time,car_time,line_distance
771.0,396.0,233.0,0.6137861191439159
963.0,328.0,199.0,0.5047717804940444
6676.0,2576.0,964.0,0.6031648116758642
6.0,2.0,30.0,0.007783644865480777
256.0,90.0,50.0,0.2767666688313312
552.0,235.0,147.0,0.47067734820761914
890.0,321.0,175.0,0.5740509388481326
214.0,109.0,113.0,0.16138773690687713
680.0,419.0,238.0,0.5720682839067014
642.0,245.0,161.0,0.9349662926346135
1078.0,465.0,236.0,0.9119005943366213
75.0,71.0,86.0,0.08044526442479602
109.0,92.0,69.0,0.11137157421255135
1023.0,380.0,368.0,1.0673040028338012
943.0,508.0,309.0,0.8214711174811065
588.0,531.0,260.0,0.4621064398094339
353.0,104.0,39.0,0.38669331618432506
570.0,394.0,105.0,0.4636264634989069
384.0,185.0,284.0,0.3025101611446955
232.0,68.0,49.0,0.171931329678473
871.0,363.0,253.0,0.7718596870055426
787.0,381.0,201.0,0.8608568846518393
474.0,266.0,239.0,0.2757993172328935
937.0,362.0,311.0,0.9473081140143189
841.0,307.0,155.0,0.8028464622336892
1243.0,393.0,236.0,0.7110216476471961
454.0,162.0,87.0,0.4097894177276313
621.0,201.0,167.0,0.7139255761795199
909.0,337.0,156.0,0.8000163402428188
920.0,405.0,217.0,0.8845674326605311
1218.0,400.0,209.0,1.0042792991496796
463.0,368.0,315.0,0.0702072248731924
6800.0,2714.0,995.0,0.9203374225418806
6762.0,2528.0,843.0,0.6826316060660069
778.0,295.0,256.0,0.7579446154833378
415.0,150.0,156.0,0.40794332027832547
936.0,347.0,190.0,1.0754814604202485
383.0,150.0,173.0,0.34637904515368606
806.0,306.0,303.0,0.7522321355912651
1057.0,399.0,238.0,1.0517933205778771
187.0,55.0,248.0,0.23968340217993717
431.0,155.0,123.0,0.3802139936740319
886.0,325.0,207.0,0.8467310780800479
579.0,210.0,126.0,0.6302666810124792
1381.0,476.0,292.0,1.1951589320089813
795.0,272.0,150.0,0.7480301731492897
743.0,309.0,136.0,0.39286305193651155
628.0,228.0,125.0,0.6292903683385596
501.0,192.0,97.0,0.40219847272892134
893.0,423.0,117.0,0.734092086839462
333.0,147.0,96.0,0.22533499258592715
398.0,230.0,139.0,0.4322285256923584
107.0,72.0,16.0,0.07541528934049509
549.0,154.0,180.0,0.32729454516180384
551.0,203.0,193.0,0.3058791126813073
715.0,283.0,,0.7202337541643726
889.0,585.0,256.0,0.5856282328785323
752.0,373.0,186.0,0.7981947836897803
926.0,377.0,230.0,0.6974479788272406
840.0,320.0,183.0,0.6854353120819056
984.0,361.0,238.0,0.8378421356844935
1149.0,454.0,357.0,0.9929295560047761
727.0,229.0,172.0,0.5832920163179415
6456.0,2503.0,758.0,0.6446949417852068
677.0,229.0,186.0,0.3545945533156351
346.0,159.0,250.0,0.2748798802446326
6818.0,2599.0,841.0,1.057928227872004
522.0,197.0,99.0,0.41777941949696823
849.0,343.0,309.0,0.9411368254526
704.0,310.0,289.0,0.7734283533489016
843.0,289.0,190.0,0.9519129909511362
7115.0,2661.0,947.0,0.8887013610943709
445.0,160.0,92.0,0.44342384743825825
648.0,249.0,145.0,0.5489838628501023
673.0,285.0,199.0,0.711193101847491
409.0,332.0,192.0,0.3820996918633184
4262.0,1447.0,583.0,0.8962265878821093
594.0,212.0,149.0,0.6100818752133899
1143.0,411.0,277.0,0.947291802812604
469.0,191.0,257.0,0.4395414737459297
741.0,264.0,240.0,0.7331581629870654
387.0,188.0,109.0,0.36933745207658997
989.0,315.0,164.0,0.9454058196167334
531.0,405.0,88.0,0.26695234714936605
229.0,184.0,85.0,0.20190559819949355
690.0,233.0,233.0,0.6039198111163364
460.0,243.0,141.0,0.32439299719041337
369.0,215.0,173.0,0.34727397622776546
782.0,359.0,238.0,0.6789148739740742
3952.0,1268.0,523.0,0.5608589636901242
665.0,327.0,154.0,0.5371802503087543
338.0,181.0,274.0,0.30756161050002107
775.0,308.0,185.0,0.7172322510842468
4362.0,1474.0,530.0,0.9367007736487266
339.0,109.0,283.0,0.2237622587926621
1118.0,462.0,264.0,1.0131178268463437
469.0,214.0,120.0,0.42609156171722856
3958.0,1286.0,563.0,0.30030225857563525
605.0,297.0,206.0,0.6270518082065407
1073.0,384.0,218.0,0.8430697755671693
623.0,226.0,116.0,0.6963269518507503
1227.0,351.0,275.0,1.1633681330609884
7249.0,2739.0,1014.0,0.9550557210341182
581.0,240.0,128.0,0.3214713543557426
602.0,182.0,95.0,0.6503008504704133
1013.0,343.0,228.0,1.0133414901396147
1016.0,429.0,175.0,0.8698716019728749
6670.0,2626.0,920.0,0.32122020957446673
471.0,147.0,89.0,0.42793794250180556
895.0,446.0,240.0,0.6851696266136147
180.0,74.0,59.0,0.20658514548283557
177.0,90.0,97.0,0.24854934607140605
585.0,250.0,147.0,0.6905826595155947
597.0,345.0,121.0,0.5819249665363787
550.0,270.0,240.0,0.290507406168982
485.0,165.0,105.0,0.3613568501398134
269.0,108.0,178.0,0.2403029120106788
554.0,318.0,304.0,0.4725182747712592
1023.0,378.0,183.0,0.9783668770203332
518.0,165.0,210.0,0.5374643221060406
320.0,131.0,125.0,0.3047073836947656
629.0,226.0,150.0,0.5969148265340419
402.0,223.0,131.0,0.3531545787861575
386.0,136.0,89.0,0.3597554657523921
980.0,490.0,223.0,0.6526228771119804
336.0,113.0,134.0,0.3595707594773282
418.0,214.0,156.0,0.21415446120499204
3867.0,1270.0,466.0,0.9356070265455292
563.0,173.0,88.0,0.5920739458010955
399.0,139.0,91.0,0.34891370357807444
