walk_time,bike_time,car_time,line_distance
,4071.0,2022.0,12.1104631721853
,6336.0,1984.0,19.933944638773767
10461.0,2865.0,1969.0,10.321599957704448
,,,18.562063568545177
4014.0,1094.0,496.0,4.4073066926057
,11122.0,2444.0,31.66438381529248
,6009.0,2317.0,21.293931527041888
4331.0,1360.0,855.0,4.060855962087352
,10191.0,3564.0,37.744783429166276
,7425.0,2865.0,24.17076939771554
,6290.0,2493.0,17.636594169734533
,,,9.587843416428775
,6161.0,2320.0,18.690086641065935
7979.0,2204.0,1427.0,7.0087608385342595
,,,25.196404497812626
,4405.0,2129.0,10.560310525990445
,,,24.51056139087503
,4749.0,1825.0,16.431069278698164
12877.0,3547.0,,12.634744080463149
,6216.0,2808.0,20.547502778252106
,8208.0,3391.0,21.43067159944371
,8461.0,3152.0,23.87006221586379
,6320.0,2354.0,19.75590209239407
,9780.0,2974.0,28.945350892069268
,5387.0,2181.0,16.577760375005536
,,,36.10061464507602
,8611.0,3294.0,30.917581378946483
6755.0,1884.0,1065.0,6.941645404670836
,7519.0,3049.0,22.633623981521538
,4657.0,2171.0,17.267783619164486
,5281.0,1698.0,15.776747129638647
,4498.0,,16.460732095949613
,13034.0,4162.0,41.10177393575395
9952.0,2726.0,1093.0,7.857195186802599
,6034.0,2007.0,21.766075074625302
,8277.0,2381.0,22.079617286760556
,8377.0,2536.0,28.91950454876127
,7179.0,2649.0,22.749365167383587
,8316.0,3429.0,28.40449635871585
,7320.0,2384.0,24.15012517209165
,12064.0,4302.0,39.88143245624701
,,,39.01300435575518
,7786.0,2911.0,28.976058650396382
7864.0,2124.0,1699.0,6.404512112723872
,,,10.248505442403182
,7819.0,2511.0,26.848416504626663
,8434.0,2960.0,31.721164573067572
,8023.0,,25.412628286195535
,10672.0,,32.79083948204083
,6474.0,3328.0,22.939311414667696
,6755.0,3334.0,22.441224026246058
,10376.0,3686.0,26.64156403902877
,6214.0,1657.0,19.501802961780818
,5549.0,1719.0,13.663999101359597
,,,26.440374855243945
,5629.0,2186.0,18.412846309540882
,7688.0,2987.0,23.705988983103815
,8867.0,3037.0,28.543788056893945
,4518.0,2057.0,14.259463709801645
13480.0,4069.0,1437.0,10.026981848772621
9315.0,2566.0,,6.170142204436012
,,,24.972515876548883
,,,12.97067374755858
12849.0,3526.0,1694.0,9.966974078127842
,5471.0,2251.0,18.7372069283967
,11857.0,2484.0,36.60849022629939
,6689.0,2325.0,22.216097404344055
7376.0,2024.0,777.0,9.0138637277345
